common_name	kingdom	phylum	class	order	family	genus	specific_epithet
Spined Woodborer	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Trichocnemis	spiculatus
Banded Longhorn	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Typocerus	velutinus
Zebra Longhorn	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Typocerus	zebra
Rustic Borer Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Xylotrechus	colonus
Striped Cucumber Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Acalymma	vittatum
Alder Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Agelastica	alni
Clay-colored Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Anomoea	laticlavia
Spotted Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Aspidimorpha	miliaris
Thistle Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cassida	rubiginosa
Bean Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Cerotoma	trifurcata
Golden Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Charidotella	sexpunctata
Dogbane Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysochus	auratus
Cobalt Milkweed Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysochus	cobaltinus
Rosemary Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	americana
Chrysolina bankii	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	bankii
Dead-nettle Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysolina	fastuosa
Poplar Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela	populi
Cottonwood Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela	scripta
Spotted Willow Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Chrysomela	vigintipunctata
Clytra laeviuscula	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Clytra	laeviuscula
Mottled Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Deloyala	guttata
Banded Cucumber Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diabrotica	balteata
Spotted Cucumber Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Diabrotica	undecimpunctata
Pigweed Flea Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Disonycha	glabrata
Galeruca tanaceti	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galeruca	tanaceti
Green Dock-beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Gastrophysa	viridula
Clavate Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Helocassis	clavata
Milkweed Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Labidomera	clivicollis
Three-lined Potato Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Lema	daturaphila
Colorado Potato Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	decemlineata
False Potato Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	juncta
Lily Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Lilioceris	lilii
Eight-spotted Flea Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Omophoita	cyanipennis
ragweed leaf beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Ophraella	communa
Willow Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Plagiodera	versicolora
Bloody-nosed Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Timarcha	tenebricosa
Australian Tortoise Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Trachymela	sloanei
Elm Leaf Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Xanthogaleruca	luteola
Zygogramma signatipennis	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Zygogramma	signatipennis
Trichodes alvearius	Animalia	Arthropoda	Insecta	Coleoptera	Cleridae	Trichodes	alvearius
Trichodes apiarius	Animalia	Arthropoda	Insecta	Coleoptera	Cleridae	Trichodes	apiarius
Common Checkered Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Cleridae	Trichodes	ornatus
Two-spotted Ladybug	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	bipunctata
Ten-spotted Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Adalia	decempunctata
Eyed Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Anatis	ocellata
Cream-spot Ladybird	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Calvia	quatuordecimguttata
Lunate Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cheilomenes	lunata
Six-spotted Zigzag Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cheilomenes	sexmaculata
Twice-stabbed Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Chilocorus	stigma
California Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	californica
Seven-spotted Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	septempunctata
Small Transverse Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	transversalis
Three-banded Ladybug	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	trifasciata
Eleven-spotted Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	undecimpunctata
Common Australian Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coelophora	inaequalis
Spotted Ladybeetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coleomegilla	maculata
Mealybug Destroyer	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cryptolaemus	montrouzieri
Polished Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cycloneda	munda
Western Spotless Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cycloneda	polita
Spotless Ladybird	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Cycloneda	sanguinea
Epilachna mexicana	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Epilachna	mexicana
Pine Ladybird	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Exochomus	quadripustulatus
Steelblue Ladybird	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Halmus	chalybeus
Orange Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Halyzia	sedecimguttata
Asian Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	axyridis
Large Spotted Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Harmonia	conformis
Hadda Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Henosepilachna	vigintioctopunctata
Convergent Lady Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	convergens
Adonis Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Hippodamia	variegata
Fungus-eating ladybird	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Illeis	galbula
Ashy Gray Ladybug	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Olla	v-nigrum
Fourteen-spotted Ladybug	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Propylea	quatuordecimpunctata
22-spot Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	vigintiduopunctata
20-spotted Ladybird Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Psyllobora	vigintimaculata
Cactus Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Cactophagus	spinolae
Asiatic Oak Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Cyrtepistomus	castaneus
Diaprepes Root Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Diaprepes	abbreviatus
Canada Thistle Bud Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Larinus	carlinae
Black Vine Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Otiorhynchus	sulcatus
Fuller's rose weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Pantomorus	cervinus
Phyllobius pomaceus	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Phyllobius	pomaceus
Green Immigrant Leaf Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Polydrusus	formosus
Cocklebur Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhodobaenus	quinquepunctatus
Red Palm Weevil	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Rhynchophorus	ferrugineus
Varied Carpet Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Dermestidae	Anthrenus	verbasci
Larder Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Dermestidae	Dermestes	lardarius
Agrypnus murinus	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Agrypnus	murinus
Texas Eyed Click Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Alaus	lusciosus
Eastern Eyed Click Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Alaus	oculatus
Blue Fungus Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Erotylidae	Cypherotylus	californicus
Pleasing Fungus Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Erotylidae	Megalodacne	heros
Woodland Dor Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Geotrupidae	Anoplotrupes	stercorosus
Springtime Dung Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Geotrupidae	Trypocopris	vernalis
Diurnal Firefly	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Ellychnia	corrusca
Common Glowworm	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Lampyris	noctiluca
Black Firefly	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Lucidota	atra
Common Eastern Firefly	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	pyralis
Lesser Stag Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae	Dorcus	parallelipipedus
Reddish-brown Stag Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae	Lucanus	capreolus
European Stag Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae	Lucanus	cervus
Giant Stag Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae	Lucanus	elaphus
Giant Stag Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lucanidae	Serrognathus	titanus
Banded Net-winged Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lycidae	Calopteron	reticulatum
End Band Net-winged Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Lycidae	Calopteron	terminale
Inflated Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Cysteodemus	armatus
Black Blister Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Epicauta	pennsylvanica
Master Blister Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Lytta	magister
Black Oil Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Meloe	proscarabaeus
Violet Oil Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Meloidae	Meloe	violaceus
Common Malachite-beetle	Animalia	Arthropoda	Insecta	Coleoptera	Melyridae	Malachius	bipustulatus
Oedemera femorata	Animalia	Arthropoda	Insecta	Coleoptera	Oedemeridae	Oedemera	femorata
Thick-legged Flower Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Oedemeridae	Oedemera	nobilis
Patent-leather beetle	Animalia	Arthropoda	Insecta	Coleoptera	Passalidae	Odontotaenius	disjunctus
Black-headed Cardinal Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Pyrochroidae	Pyrochroa	coccinea
Common Cardinal Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Pyrochroidae	Pyrochroa	serraticornis
Summer Chafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Amphimallon	solstitiale
Margined Shining Leaf Chafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Callistethus	marginatus
European Rose Chafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Cetonia	aurata
Green Fig Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Cotinis	mutabilis
Green June Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Cotinis	nitida
Gazelle Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Digitonthophagus	gazella
Eastern Hercules Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dynastes	tityus
Euphoria basalis	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Euphoria	basalis
Bumble Flower Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Euphoria	inda
Kern's Flower Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Euphoria	kernii
Dark Flower Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Euphoria	sepulcralis
Oriental Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Exomala	orientalis
American Rose Chafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Macrodactylus	subspinosus
Common Cockchafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolontha	melolontha
European Rhinoceros Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Oryctes	nasicornis
Rough Hermit Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Osmoderma	scabra
Mediterranean Spotted Chafer Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Oxythyrea	funesta
Spotted June Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Pelidnota	punctata
Rainbow Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Phanaeus	vindex
Garden Chafer Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Phyllopertha	horticola
Ten-lined June Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Polyphylla	decemlineata
Japanese Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Popillia	japonica
Copper Chafer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Protaetia	cuprea
Aloeus Ox Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Strategus	aloeus
Bee-mimic Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trichiotinus	assimilis
Texas Flower Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trichiotinus	texanus
Bee Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trichius	fasciatus
Delta Flower Scarab	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trigonopeltastes	delta
Japanese Rhinoceros Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Trypoxylus	dichotomus
Valgus hemipterus	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Valgus	hemipterus
Red-lined Carrion Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Necrodes	surinamensis
American Carrion Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Necrophila	americana
Roundneck Sexton Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	orbicollis
Tomentose Burying Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	tomentosus
Lesser Vespillo Burying Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	vespilloides
Red-breasted Carrion Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Oiceoptoma	thoracicum
Black snail beetle	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Phosphuga	atrata
Devil's Coach-horse Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Ocypus	olens
Forked Fungus Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Bolitotherus	cornutus
Eleodes obscura	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes	obscura
Wooly Darkling Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes	osculans
Hirta Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Lagria	hirta
Diabolical Ironclad Beetle	Animalia	Arthropoda	Insecta	Coleoptera	Zopheridae	Phloeodes	diabolicus
Zopherus nodulosus	Animalia	Arthropoda	Insecta	Coleoptera	Zopheridae	Zopherus	nodulosus
Ring-legged Earwig	Animalia	Arthropoda	Insecta	Dermaptera	Anisolabididae	Euborellia	annulipes
Common Earwig	Animalia	Arthropoda	Insecta	Dermaptera	Forficulidae	Forficula	auricularia
Dioctria hyalipennis	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Dioctria	hyalipennis
Efferia aestuans	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Efferia	aestuans
Laphria macquarti	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	macquarti
Laphria thoracica	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Laphria	thoracica
Mallophora fautrix	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Mallophora	fautrix
Beelzebub Bee-eater	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Mallophora	leschenaulti
Giant Prairie Robber Fly	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Microstylum	morosum
Promachus hinei	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Promachus	hinei
Red-footed Cannibalfly	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Promachus	rufipes
Triorla interrupta	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Triorla	interrupta
Common Lovebug	Animalia	Arthropoda	Insecta	Diptera	Bibionidae	Plecia	nearctica
Greater Bee Fly	Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Bombylius	major
Poecilanthrax lucifer	Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Poecilanthrax	lucifer
Tiger Bee Fly	Animalia	Arthropoda	Insecta	Diptera	Bombyliidae	Xenox	tigrinus
Blue Blowfly	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphora	vicina
Oriental Latrine Fly	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomya	megacephala
Common Greenbottle Fly	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	sericata
Creosote Gall Midge	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Asphondylia	auripila
Willow Pinecone Gall Midge	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Rabdophaga	strobiloides
Coyote Brush Bud Gall Midge	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Rhopalomyia	californica
Goldenrod Bunch Gall Midge	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Rhopalomyia	solidaginis
Common Eastern Physocephala	Animalia	Arthropoda	Insecta	Diptera	Conopidae	Physocephala	tibialis
Yellow Fever Mosquito	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	aegypti
Asian Tiger Mosquito	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	albopictus
Inland Floodwater Mosquito	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	vexans
Southern House Mosquito	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	quinquefasciatus
Gallinipper	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Psorophora	ciliata
Rainieria antennaepes	Animalia	Arthropoda	Insecta	Diptera	Micropezidae	Rainieria	antennaepes
Noon Fly	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Mesembrina	meridiana
Housefly	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Musca	domestica
Stable Fly	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Stomoxys	calcitrans
Clubbed Mydas Fly	Animalia	Arthropoda	Insecta	Diptera	Mydidae	Mydas	clavatus
Filter Fly	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Clogmia	albipunctata
Eastern Phantom Crane Fly	Animalia	Arthropoda	Insecta	Diptera	Ptychopteridae	Bittacomorpha	clavipes
Golden-backed Snipe Fly	Animalia	Arthropoda	Insecta	Diptera	Rhagionidae	Chrysopilus	thoracicus
Yellow Dung Fly	Animalia	Arthropoda	Insecta	Diptera	Scathophagidae	Scathophaga	stercoraria
Garden soldier fly	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Exaireta	spinigera
Black Soldier Fly	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Hermetia	illucens
Compost Fly	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Ptecticus	trivittatus
Oblique Stripetail Hoverfly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Allograpta	obliqua
Mexican Cactus Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Copestylum	mexicanum
Four-speckled Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Dioprosopa	clavata
Marmalade Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Episyrphus	balteatus
Common Lagoon Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	aeneus
Band-eyed Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalinus	taeniops
European Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	arbustorum
Black-shouldered Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	dimidiata
Orange-legged Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	flavipes
Tapered Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	pertinax
Yellow-shouldered Drone Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	stipator
European Hoverfly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	tenax
Transverse-banded Flower Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eristalis	transversa
Migrant Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eupeodes	corollae
Bird Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Eupeodes	volucris
Narrow-headed Marsh Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Helophilus	fasciatus
Dangling Swamp-lover	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Helophilus	pendulus
Trivittate Sunfly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Helophilus	trivittatus
Large Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Melangyna	novaezelandiae
Narcissus Bulb Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Merodon	equestris
Virginia Flower Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Milesia	virginiensis
Yellow-haired Sunfly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Myathropa	florea
Dusky-winged Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Ocyptamus	fuscipennis
Northern Plushback	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Palpada	vinetorum
Black-backed Grass Skimmer	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Paragus	haemorrhous
White-bowed Smoothwing	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Scaeva	affinis
Pied Hover Fly	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Scaeva	pyrastri
